x;19;y;-62;z;947
x;-35;y;-66;z;967
x;-156;y;-245;z;986
x;-179;y;-54;z;846
x;-27;y;-46;z;1244
x;46;y;-120;z;783
x;-284;y;-202;z;904
x;-62;y;23;z;893
x;-66;y;-58;z;1002
x;-214;y;-222;z;842
x;-58;y;19;z;1095
x;-101;y;70;z;963
x;-132;y;-74;z;725
x;-66;y;-187;z;885
x;0;y;46;z;1002
x;-179;y;3;z;1045
x;-3;y;-81;z;967
x;-62;y;-132;z;1111
x;-117;y;-50;z;846
x;-140;y;-19;z;702
x;-148;y;-23;z;819
x;-105;y;120;z;819
x;-300;y;-66;z;1193
x;-7;y;-78;z;904
x;-132;y;19;z;846
x;81;y;-397;z;2507
x;198;y;163;z;663
x;-569;y;74;z;1462
x;210;y;-58;z;546
x;-397;y;-179;z;1021
x;74;y;23;z;1228
x;39;y;234;z;912
x;-292;y;202;z;1240
x;81;y;-124;z;811
x;-191;y;163;z;729
x;58;y;50;z;1326
x;-276;y;81;z;772
x;-19;y;-128;z;1232
x;-93;y;42;z;1127
x;-175;y;-128;z;1134
x;-11;y;144;z;1111
x;-269;y;74;z;643
x;-198;y;31;z;815
x;-117;y;3;z;1006
x;-31;y;296;z;756
x;-191;y;175;z;967
x;-11;y;66;z;904
x;-226;y;206;z;904
x;-187;y;-58;z;721
x;-167;y;187;z;713
